Member [id=727344064, address=8614 LIPSEY PKWY, city=LEWISTON, firstName=DAINA, lastName=FASSETT, state=MN, zip=55952
Member [id=935158398, address=4999 RUEDA PKWY, city=PRESTON, firstName=LATOYIA, lastName=COLQUITT, state=MN, zip=55965
Member [id=419405884, address=5693 RENSHAW PKWY, city=BIRCH BEACH, firstName=BRETT, lastName=MAUNEY, state=MN, zip=56686
Member [id=456462927, address=4183 CANCEL ST, city=ALMORA, firstName=YASMINE, lastName=LIPSEY, state=MN, zip=56551
Member [id=715973879, address=4308 RISLEY RD, city=BAGLEY, firstName=SHANTELLE, lastName=REVELL, state=MN, zip=56621
Member [id=731292185, address=9385 MANZANARES BLVD, city=FARDEN, firstName=TREASA, lastName=MARCHETTI, state=MN, zip=56633
Member [id=804487108, address=5455 NEVINS AVE, city=STACY, firstName=AVERY, lastName=CLAYCOMB, state=MN, zip=55079
Member [id=539401005, address=8039 ZITO PKWY, city=YOUNG AMERICA, firstName=UTE, lastName=STAMP, state=MN, zip=55557
Member [id=699061261, address=9801 LOWTHER ST, city=ALDEN, firstName=KARENA, lastName=STANDRIDGE, state=MN, zip=56009
Member [id=846661075, address=4350 HERTEL RD, city=JACOBSON, firstName=JOANNIE, lastName=MENEFEE, state=MN, zip=55752
Member [id=151878613, address=1006 GEBHART RD, city=SUNRISE, firstName=KA, lastName=MULVEY, state=MN, zip=55056
Member [id=988498289, address=4838 CLARE PKWY, city=STUNTZ, firstName=LUETTA, lastName=LESHER, state=MN, zip=55746
Member [id=969628550, address=4329 DUDEK PKWY, city=VERMILION DAM, firstName=JACINDA, lastName=WALLEY, state=MN, zip=55771
Member [id=34796783, address=3596 NEVINS RD, city=NEVIS, firstName=LATRISHA, lastName=WIGGS, state=MN, zip=56467
Member [id=211471283, address=7778 BARBIERI RD, city=MINNEAPOLIS, firstName=REYNALDA, lastName=PILLOW, state=MN, zip=55470
Member [id=642084802, address=8990 STRAHAN ST, city=MAPLE PLAIN, firstName=CHERY, lastName=BIGGERS, state=MN, zip=55593
Member [id=767603881, address=6388 LAFONTAINE RD, city=ORLEANS, firstName=KANDIS, lastName=RIEGER, state=MN, zip=56735
Member [id=968788518, address=3001 SCHUTT ST, city=DOVRAY, firstName=YURI, lastName=DUSTIN, state=MN, zip=56125
Member [id=910850002, address=2239 RODRIQUES ST, city=SARATOGA, firstName=JOSPHINE, lastName=KOWALCZYK, state=MN, zip=55972
Member [id=320595186, address=9919 LIPSEY RD, city=TROSKY, firstName=GIANNA, lastName=KOWALCZYK, state=MN, zip=56144
Member [id=501124907, address=70 SASS BLVD, city=SHOREVIEW, firstName=MISS, lastName=TAVAREZ, state=MN, zip=55126
Member [id=976554502, address=2896 ALBIN RD, city=MENDOTA HTS, firstName=LALA, lastName=RIDENHOUR, state=MN, zip=55120
Member [id=590243043, address=4569 SHOULDERS BLVD, city=GILMAN, firstName=KRISSY, lastName=RICHERSON, state=MN, zip=56333
Member [id=16937946, address=7174 HERSHEY ST, city=FRANCONIA, firstName=YULANDA, lastName=LOWTHER, state=MN, zip=55074
Member [id=85115382, address=4444 KNISLEY ST, city=DULUTH, firstName=ROXY, lastName=LENHART, state=MN, zip=55801
Member [id=911602926, address=8557 LESHER RD, city=RENO, firstName=MAILE, lastName=SESSION, state=MN, zip=55919
Member [id=480705405, address=1971 TOLLE ST, city=MILACA, firstName=KENDA, lastName=GALLEGO, state=MN, zip=56353
Member [id=642084802, address=8990 STRAHAN ST, city=MAPLE PLAIN, firstName=CHERY, lastName=BIGGERS, state=MN, zip=55593
Member [id=419403354, address=3081 RICHERSON BLVD, city=GARFIELD, firstName=CREOLA, lastName=CORUM, state=MN, zip=56332
Member [id=406223434, address=8925 LELAND PKWY, city=MINN, firstName=WEN, lastName=PENNER, state=MN, zip=55440
Member [id=976554502, address=2896 ALBIN RD, city=MENDOTA HTS, firstName=LALA, lastName=RIDENHOUR, state=MN, zip=55120
Member [id=156376760, address=4027 COLQUITT PKWY, city=NOWTHEN, firstName=CREOLA, lastName=BIGGERS, state=MN, zip=55330
Member [id=968788518, address=3001 SCHUTT ST, city=DOVRAY, firstName=YURI, lastName=DUSTIN, state=MN, zip=56125
Member [id=796053098, address=3823 BROWNFIELD BLVD, city=WARBA, firstName=WILLIEMAE, lastName=RENSHAW, state=MN, zip=55793
Member [id=512299024, address=834 MCCOMB ST, city=STANCHFIELD, firstName=THORA, lastName=KNISLEY, state=MN, zip=55080
Member [id=701397724, address=5703 ANDRESS RD, city=ZERKEL, firstName=TOMIKO, lastName=HUTH, state=MN, zip=56621
Member [id=426335146, address=4729 MOYNIHAN ST, city=SILICA, firstName=PAULENE, lastName=CARLEY, state=MN, zip=55746
Member [id=525793680, address=9652 TYNES RD, city=MACVILLE, firstName=REAGAN, lastName=ENDRES, state=MN, zip=55785
Member [id=406320855, address=2569 AUBIN RD, city=WEST UNION, firstName=YASMINE, lastName=LINES, state=MN, zip=56378
Member [id=935150776, address=2451 ABSHER PKWY, city=BALATON, firstName=AURORE, lastName=KIEL, state=MN, zip=56115
Member [id=701397724, address=5703 ANDRESS RD, city=ZERKEL, firstName=TOMIKO, lastName=HUTH, state=MN, zip=56621
Member [id=149590284, address=8748 HOUSLEY BLVD, city=DODGE CENTER, firstName=TASIA, lastName=COLOMBO, state=MN, zip=55927
Member [id=410981823, address=7493 GLIDEWELL AVE, city=HOLST, firstName=ARIANNE, lastName=WINE, state=MN, zip=56652
Member [id=727344064, address=8614 LIPSEY PKWY, city=LEWISTON, firstName=DAINA, lastName=FASSETT, state=MN, zip=55952
Member [id=222743521, address=2220 KIEL PKWY, city=ROCHERT, firstName=MIKI, lastName=MCSHANE, state=MN, zip=56578
Member [id=581993933, address=5933 JAWORSKI RD, city=UTICA, firstName=GIANNA, lastName=LAFAVE, state=MN, zip=55979
Member [id=949638481, address=808 BLAZER BLVD, city=NEW GERMANY, firstName=TERISA, lastName=BULLER, state=MN, zip=55367
Member [id=330287180, address=3440 PAULUS ST, city=PUPOSKY, firstName=JAYMIE, lastName=HOUSLEY, state=MN, zip=56667
Member [id=516133562, address=1251 REVELL AVE, city=ELMORE, firstName=GAYNELLE, lastName=GLIDEWELL, state=MN, zip=56027
Member [id=699061261, address=9801 LOWTHER ST, city=ALDEN, firstName=KARENA, lastName=STANDRIDGE, state=MN, zip=56009
Member [id=125859470, address=8562 MCGAHA BLVD, city=CUSSON, firstName=SHARIE, lastName=CANCEL, state=MN, zip=55771
Member [id=715174459, address=6934 LAUDERDALE ST, city=MAPLE PLAIN, firstName=JACELYN, lastName=STCYR, state=MN, zip=55576
Member [id=250198926, address=9569 REVELL ST, city=YOUNG AMERICA, firstName=LACHELLE, lastName=ABSHER, state=MN, zip=55551
Member [id=935075668, address=3045 LIPSEY AVE, city=FDCI, firstName=BLOSSOM, lastName=ANDINO, state=MN, zip=56399
Member [id=564068468, address=8517 DUDEK BLVD, city=SAINT PAUL, firstName=MARLINE, lastName=BACKER, state=MN, zip=55128
Member [id=525322350, address=4331 SQUIRE ST, city=NORWOOD YOUNG AMERIC, firstName=MARAGRET, lastName=CIMINO, state=MN, zip=55473
Member [id=362170285, address=1035 TO RD, city=GOODVIEW, firstName=JALISA, lastName=CLARE, state=MN, zip=55987
Member [id=370816642, address=4492 MCCREADY ST, city=MINNEAPOLIS, firstName=LALA, lastName=REVELL, state=MN, zip=55433
Member [id=703782023, address=1235 DUDEK ST, city=IRON, firstName=MARIKO, lastName=KOWALCZYK, state=MN, zip=55751
Member [id=902727979, address=8720 TELLES ST, city=SAINT LOUIS PARK, firstName=JANEE, lastName=DUSTIN, state=MN, zip=55416
Member [id=801876079, address=7975 COLQUITT RD, city=PONTO LAKE, firstName=MENDY, lastName=HUNG, state=MN, zip=56474
Member [id=968576745, address=9422 TYNES ST, city=MINNESOTA LK, firstName=MILDA, lastName=CORUM, state=MN, zip=56068
Member [id=867948555, address=1019 JAHNKE BLVD, city=WACONIA, firstName=SHANTELLE, lastName=TEDFORD, state=MN, zip=55387
Member [id=30358242, address=9765 MCGAHA PKWY, city=BEAR LAKE, firstName=JOANNIE, lastName=ALBIN, state=MN, zip=55723
Member [id=574128035, address=7292 MCKINZIE AVE, city=DENNISON, firstName=ALEASE, lastName=CANCEL, state=MN, zip=55018
Member [id=827424168, address=5253 RISINGER RD, city=MAPLEWOOD, firstName=IVELISSE, lastName=PAULUS, state=MN, zip=55144
Member [id=207575842, address=9537 TARTER PKWY, city=O BRIEN, firstName=RHONA, lastName=SWAREY, state=MN, zip=56667
Member [id=169266259, address=2525 VANEGAS BLVD, city=ECHO, firstName=TAISHA, lastName=TEASLEY, state=MN, zip=56237
Member [id=93015344, address=1461 MARCHETTI PKWY, city=EYOTA, firstName=MITZIE, lastName=BENEDETTO, state=MN, zip=55934
Member [id=840357451, address=9457 MARROW RD, city=ST ANTHONY VILLAGE, firstName=GREGORY, lastName=RIENDEAU, state=MN, zip=55421
Member [id=183229836, address=498 HUDNALL PKWY, city=MINNEAPOLIS, firstName=CLORINDA, lastName=VUONG, state=MN, zip=55406
Member [id=854349374, address=6661 KNEPPER PKWY, city=KELLOGG, firstName=MICA, lastName=HERSHEY, state=MN, zip=55945
Member [id=204831563, address=4172 MELNICK ST, city=WING RIVER, firstName=YASUKO, lastName=GORDY, state=MN, zip=56481
Member [id=989248896, address=373 LIPSEY RD, city=NORWOOD YOUNG AMERIC, firstName=DOMINICA, lastName=BLACKMORE, state=MN, zip=55553
Member [id=360260254, address=9501 LENHART ST, city=LAMOILLE, firstName=MELDA, lastName=MULVEY, state=MN, zip=55987
Member [id=102998729, address=3270 GALLEGO RD, city=HAUGEN, firstName=DOMINICA, lastName=ALBIN, state=MN, zip=55787
Member [id=447598208, address=1854 FASSETT PKWY, city=SAUM, firstName=APOLONIA, lastName=JOUBERT, state=MN, zip=56650
Member [id=643180102, address=5276 DIEGO BLVD, city=SAINT PAUL, firstName=BERNARDINE, lastName=FOXWORTH, state=MN, zip=55187
Member [id=833517553, address=3493 LAFONTAINE ST, city=KILKENNY, firstName=SAU, lastName=TAVAREZ, state=MN, zip=56052
Member [id=424976768, address=3198 RABE PKWY, city=ALMELUND, firstName=BECKI, lastName=DAHLGREN, state=MN, zip=55002
Member [id=935158398, address=4999 RUEDA PKWY, city=PRESTON, firstName=LATOYIA, lastName=COLQUITT, state=MN, zip=55965
Member [id=419405884, address=5693 RENSHAW PKWY, city=BIRCH BEACH, firstName=BRETT, lastName=MAUNEY, state=MN, zip=56686
Member [id=456462927, address=4183 CANCEL ST, city=ALMORA, firstName=YASMINE, lastName=LIPSEY, state=MN, zip=56551
Member [id=715973879, address=4308 RISLEY RD, city=BAGLEY, firstName=SHANTELLE, lastName=REVELL, state=MN, zip=56621
Member [id=731292185, address=9385 MANZANARES BLVD, city=FARDEN, firstName=TREASA, lastName=MARCHETTI, state=MN, zip=56633
Member [id=804487108, address=5455 NEVINS AVE, city=STACY, firstName=AVERY, lastName=CLAYCOMB, state=MN, zip=55079
Member [id=539401005, address=8039 ZITO PKWY, city=YOUNG AMERICA, firstName=UTE, lastName=STAMP, state=MN, zip=55557
Member [id=699061261, address=9801 LOWTHER ST, city=ALDEN, firstName=KARENA, lastName=STANDRIDGE, state=MN, zip=56009
Member [id=846661075, address=4350 HERTEL RD, city=JACOBSON, firstName=JOANNIE, lastName=MENEFEE, state=MN, zip=55752
Member [id=151878613, address=1006 GEBHART RD, city=SUNRISE, firstName=KA, lastName=MULVEY, state=MN, zip=55056
Member [id=988498289, address=4838 CLARE PKWY, city=STUNTZ, firstName=LUETTA, lastName=LESHER, state=MN, zip=55746
Member [id=969628550, address=4329 DUDEK PKWY, city=VERMILION DAM, firstName=JACINDA, lastName=WALLEY, state=MN, zip=55771
Member [id=34796783, address=3596 NEVINS RD, city=NEVIS, firstName=LATRISHA, lastName=WIGGS, state=MN, zip=56467
Member [id=211471283, address=7778 BARBIERI RD, city=MINNEAPOLIS, firstName=REYNALDA, lastName=PILLOW, state=MN, zip=55470
Member [id=642084802, address=8990 STRAHAN ST, city=MAPLE PLAIN, firstName=CHERY, lastName=BIGGERS, state=MN, zip=55593
Member [id=767603881, address=6388 LAFONTAINE RD, city=ORLEANS, firstName=KANDIS, lastName=RIEGER, state=MN, zip=56735
Member [id=968788518, address=3001 SCHUTT ST, city=DOVRAY, firstName=YURI, lastName=DUSTIN, state=MN, zip=56125
Member [id=910850002, address=2239 RODRIQUES ST, city=SARATOGA, firstName=JOSPHINE, lastName=KOWALCZYK, state=MN, zip=55972
Member [id=320595186, address=9919 LIPSEY RD, city=TROSKY, firstName=GIANNA, lastName=KOWALCZYK, state=MN, zip=56144
Member [id=501124907, address=70 SASS BLVD, city=SHOREVIEW, firstName=MISS, lastName=TAVAREZ, state=MN, zip=55126
Member [id=976554502, address=2896 ALBIN RD, city=MENDOTA HTS, firstName=LALA, lastName=RIDENHOUR, state=MN, zip=55120
Member [id=590243043, address=4569 SHOULDERS BLVD, city=GILMAN, firstName=KRISSY, lastName=RICHERSON, state=MN, zip=56333
Member [id=16937946, address=7174 HERSHEY ST, city=FRANCONIA, firstName=YULANDA, lastName=LOWTHER, state=MN, zip=55074
Member [id=85115382, address=4444 KNISLEY ST, city=DULUTH, firstName=ROXY, lastName=LENHART, state=MN, zip=55801
Member [id=911602926, address=8557 LESHER RD, city=RENO, firstName=MAILE, lastName=SESSION, state=MN, zip=55919
Member [id=480705405, address=1971 TOLLE ST, city=MILACA, firstName=KENDA, lastName=GALLEGO, state=MN, zip=56353
Member [id=642084802, address=8990 STRAHAN ST, city=MAPLE PLAIN, firstName=CHERY, lastName=BIGGERS, state=MN, zip=55593
Member [id=419403354, address=3081 RICHERSON BLVD, city=GARFIELD, firstName=CREOLA, lastName=CORUM, state=MN, zip=56332
Member [id=406223434, address=8925 LELAND PKWY, city=MINN, firstName=WEN, lastName=PENNER, state=MN, zip=55440
Member [id=976554502, address=2896 ALBIN RD, city=MENDOTA HTS, firstName=LALA, lastName=RIDENHOUR, state=MN, zip=55120
Member [id=156376760, address=4027 COLQUITT PKWY, city=NOWTHEN, firstName=CREOLA, lastName=BIGGERS, state=MN, zip=55330
Member [id=968788518, address=3001 SCHUTT ST, city=DOVRAY, firstName=YURI, lastName=DUSTIN, state=MN, zip=56125
Member [id=796053098, address=3823 BROWNFIELD BLVD, city=WARBA, firstName=WILLIEMAE, lastName=RENSHAW, state=MN, zip=55793
Member [id=512299024, address=834 MCCOMB ST, city=STANCHFIELD, firstName=THORA, lastName=KNISLEY, state=MN, zip=55080
Member [id=701397724, address=5703 ANDRESS RD, city=ZERKEL, firstName=TOMIKO, lastName=HUTH, state=MN, zip=56621
Member [id=426335146, address=4729 MOYNIHAN ST, city=SILICA, firstName=PAULENE, lastName=CARLEY, state=MN, zip=55746
Member [id=525793680, address=9652 TYNES RD, city=MACVILLE, firstName=REAGAN, lastName=ENDRES, state=MN, zip=55785
Member [id=406320855, address=2569 AUBIN RD, city=WEST UNION, firstName=YASMINE, lastName=LINES, state=MN, zip=56378
Member [id=935150776, address=2451 ABSHER PKWY, city=BALATON, firstName=AURORE, lastName=KIEL, state=MN, zip=56115
Member [id=701397724, address=5703 ANDRESS RD, city=ZERKEL, firstName=TOMIKO, lastName=HUTH, state=MN, zip=56621
Member [id=149590284, address=8748 HOUSLEY BLVD, city=DODGE CENTER, firstName=TASIA, lastName=COLOMBO, state=MN, zip=55927
Member [id=410981823, address=7493 GLIDEWELL AVE, city=HOLST, firstName=ARIANNE, lastName=WINE, state=MN, zip=56652
